,B_fighter,date,location,Winner,title_bout,weight_class,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_BODY_att,B_avg_BODY_landed,B_avg_CLINCH_att,B_avg_CLINCH_landed,B_avg_DISTANCE_att,B_avg_DISTANCE_landed,B_avg_HEAD_att,B_avg_HEAD_landed,B_avg_KD,B_avg_LEG_att,B_avg_LEG_landed,B_avg_PASS,B_avg_SUB_ATT,B_avg_TD_att,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_opp_CLINCH_att,B_avg_opp_CLINCH_landed,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_avg_opp_HEAD_att,B_avg_opp_HEAD_landed,B_avg_opp_KD,B_avg_opp_LEG_att,B_avg_opp_LEG_landed,B_avg_opp_PASS,B_avg_opp_SUB_ATT,B_avg_opp_TD_att,B_avg_opp_TD_landed,B_avg_opp_TD_pct,B_total_rounds_fought,B_total_time_fought(seconds),B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Weight_lbs,B_age,Gender
4266,Karo Parisyan,2008-04-02,"Broomfield, Colorado, USA",Red,False,Welterweight,3,0.0,3.0,0.0,2.4,2.0,11.3,5.5,41.0,14.3,76.3,30.2,0.0,1.9,1.7,3.5,0.9,7.3,5.0,0.6279999999999999,4.0,2.0,10.6,8.8,11.3,6.4,43.7,12.7,53.9,15.9,0.1,5.0,3.7,0.9,0.5,3.6,1.5,0.405,26.0,771.6,0.0,0.0,1.0,5.0,1.0,1.0,0.0,8.0,Orthodox,177.8,170.0,25.0,1
4270,Din Thomas,2008-04-02,"Broomfield, Colorado, USA",Red,False,Lightweight,3,1.0,0.0,0.0,3.375,2.25,9.875,6.625,36.0,11.125,44.625,16.25,0.125,1.875,1.75,1.0,1.0,1.5,0.875,0.5,4.0,3.0,5.75,4.75,8.5,6.125,33.0,6.75,47.375,13.625,0.125,4.25,3.5,0.5,0.375,7.0,1.375,0.265,18.0,623.5,0.0,0.0,1.0,2.0,0.0,2.0,0.0,5.0,Orthodox,175.26,155.0,31.0,1
4271,Ryan Roberts,2008-04-02,"Broomfield, Colorado, USA",Red,False,Lightweight,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,167.64,155.0,29.0,1
4272,Jeff Cox,2008-04-02,"Broomfield, Colorado, USA",Red,False,Lightweight,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,5.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,177.8,155.0,39.0,1
4274,Roman Mitichyan,2008-04-02,"Broomfield, Colorado, USA",Red,False,Welterweight,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Orthodox,177.8,170.0,29.0,1
4275,Tommy Speer,2008-04-02,"Broomfield, Colorado, USA",Red,False,Welterweight,3,1.0,0.0,0.0,3.0,2.0,5.0,4.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,6.0,5.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.5,1.0,121.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,177.8,170.0,23.0,1
4285,John Halverson,2008-03-01,"Columbus, Ohio, USA",Red,False,Lightweight,3,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,13.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,175.26,155.0,35.0,1
4286,Tim Sylvia,2008-02-02,"Las Vegas, Nevada, USA",Red,True,Heavyweight,5,0.0,1.0,0.0,7.5,6.083333333333332,15.75,11.25,86.0,29.5,90.33333333333331,30.91666666666667,0.3333333333333333,8.0,7.333333333333332,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,5.0,3.0,7.083333333333332,5.166666666666667,5.083333333333333,4.166666666666667,59.5,18.83333333333333,56.25,14.833333333333336,0.25,6.916666666666668,6.416666666666668,0.8333333333333334,0.5,2.75,0.75,0.1475,29.0,630.4166666666666,8.0,0.0,0.0,4.0,5.0,0.0,0.0,9.0,Orthodox,203.2,265.0,31.0,1
4287,Brock Lesnar,2008-02-02,"Las Vegas, Nevada, USA",Red,False,Heavyweight,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,190.5,265.0,30.0,1
4292,David Heath,2008-02-02,"Las Vegas, Nevada, USA",Red,False,Light Heavyweight,3,2.0,0.0,0.0,5.25,3.0,4.0,2.0,41.25,11.0,38.75,9.0,0.0,4.75,3.25,0.5,0.75,0.5,0.25,0.25,2.0,2.0,11.5,9.75,7.75,5.25,62.75,23.5,81.75,31.5,0.25,8.5,7.5,1.5,1.0,1.25,0.5,0.2075,9.0,615.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,Orthodox,180.34,205.0,31.0,1
4293,Terry Martin,2008-02-02,"Las Vegas, Nevada, USA",Red,False,Middleweight,3,1.0,0.0,0.0,4.2,3.4,9.2,6.4,18.0,5.2,26.8,11.0,0.2,2.4,2.2,0.8,0.0,3.4,1.6,0.348,2.0,3.0,5.0,4.4,12.0,9.6,16.2,6.4,20.0,8.6,0.4,6.6,6.2,0.2,0.2,0.6,0.0,0.0,9.0,348.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,Orthodox,172.72,185.0,27.0,1
4299,Alberto Crane,2008-01-23,"Las Vegas, Nevada, USA",Red,False,Lightweight,3,1.0,0.0,0.0,2.0,2.0,0.0,0.0,6.0,4.0,1.0,0.0,0.0,3.0,2.0,3.0,3.0,7.0,0.0,0.0,0.0,1.0,7.0,4.0,0.0,0.0,12.0,3.0,55.0,20.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,3.0,710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,165.1,155.0,31.0,1
4302,Joe Veres,2008-01-23,"Las Vegas, Nevada, USA",Red,False,Lightweight,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,170.18,155.0,30.0,1
4309,Colin Robinson,2008-01-19,"Newcastle, England, United Kingdom",Red,False,Heavyweight,3,1.0,0.0,0.0,11.0,10.0,18.0,16.0,0.0,0.0,39.0,26.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,6.0,3.0,21.0,15.0,3.0,1.0,61.0,38.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,0.5,2.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,193.04,243.0,39.0,1
4311,James Lee,2008-01-19,"Newcastle, England, United Kingdom",Red,False,Light Heavyweight,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,180.34,205.0,34.0,1
4320,Jordan Radev,2007-12-29,"Las Vegas, Nevada, USA",Red,False,Middleweight,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,4.0,10.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,170.18,185.0,31.0,1
4321,Tony DeSouza,2007-12-29,"Las Vegas, Nevada, USA",Red,False,Welterweight,3,1.0,0.0,0.0,0.6,0.4,1.2,0.8,4.2,0.4,13.4,6.6,0.0,0.2,0.2,1.0,0.6,2.8,1.2,0.4,2.0,2.0,0.0,0.0,0.2,0.0,7.4,2.8,14.6,6.4,0.6,1.6,1.4,0.8,1.0,0.4,0.0,0.0,9.0,377.8,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,Southpaw,182.88,170.0,33.0,1
4322,Doug Evans,2007-12-29,"Las Vegas, Nevada, USA",Red,False,Lightweight,3,1.0,0.0,0.0,5.0,4.0,12.0,10.0,34.0,8.0,41.0,12.0,0.0,5.0,4.0,2.0,0.0,5.0,4.0,0.8,0.0,1.0,13.0,10.0,8.0,5.0,47.0,16.0,62.0,21.0,0.0,3.0,3.0,4.0,0.0,6.0,0.0,0.0,2.0,510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,175.26,155.0,27.0,1
4325,Jared Rollins,2007-12-08,"Las Vegas, Nevada, USA",Red,False,Welterweight,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,175.26,170.0,30.0,1
4326,Billy Miles,2007-12-08,"Las Vegas, Nevada, USA",Red,False,Welterweight,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,177.8,170.0,29.0,1
4327,Dan Barrera,2007-12-08,"Las Vegas, Nevada, USA",Red,False,Welterweight,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,175.26,170.0,26.0,1
4328,Richie Hightower,2007-12-08,"Las Vegas, Nevada, USA",Red,False,Welterweight,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,172.72,170.0,33.0,1
4329,John Kolosci,2007-12-08,"Las Vegas, Nevada, USA",Red,False,Welterweight,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,180.34,185.0,33.0,1
4330,Dorian Price,2007-12-08,"Las Vegas, Nevada, USA",Red,False,Welterweight,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,190.5,170.0,30.0,1
4331,Paul Georgieff,2007-12-08,"Las Vegas, Nevada, USA",Red,False,Welterweight,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,187.96,170.0,25.0,1
4339,Luke Caudillo,2007-11-17,"Newark, New Jersey, USA",Red,False,Lightweight,3,1.0,0.0,0.0,9.0,5.0,4.0,1.0,124.0,27.0,114.0,19.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,3.0,6.0,4.0,179.0,66.0,172.0,60.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,170.18,155.0,26.0,1
4349,Jason Black,2007-10-20,"Cincinnati, Ohio, USA",Red,False,Lightweight,3,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,17.0,10.0,0.0,0.0,0.0,6.0,2.0,4.0,2.0,0.5,2.0,469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,172.72,155.0,35.0,1
4356,Diego Saraiva,2007-09-22,"Anaheim, California, USA",Red,False,Lightweight,3,2.0,0.0,0.0,3.0,2.5,7.5,2.0,86.5,26.5,92.0,27.0,0.0,4.0,2.0,2.5,0.0,5.0,2.0,0.25,0.0,2.0,4.5,3.0,16.0,8.0,109.0,29.0,155.0,48.0,0.0,8.0,4.5,0.0,0.5,0.5,0.5,0.5,6.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,167.64,155.0,25.0,1
4357,Scott Junk,2007-09-22,"Anaheim, California, USA",Red,False,Heavyweight,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,185.42,265.0,28.0,1
4363,Edilberto de Oliveira,2007-09-19,"Las Vegas, Nevada, USA",Red,False,Welterweight,3,1.0,0.0,0.0,15.0,15.0,3.0,1.0,139.0,45.0,110.0,20.0,0.0,17.0,11.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,7.0,6.0,5.0,4.0,183.0,71.0,153.0,44.0,1.0,38.0,28.0,0.0,0.0,0.0,0.0,0.0,3.0,637.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,182.88,170.0,24.0,1
4376,Anthony Torres,2007-09-08,"London, England, United Kingdom",Red,False,Welterweight,3,0.0,1.0,0.0,1.0,1.0,6.0,3.0,14.0,5.0,22.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,5.0,4.0,21.0,9.0,21.0,8.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,157.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Orthodox,172.72,170.0,29.0,1
4391,Mike Nickels,2007-07-07,"Sacramento, California, USA",Red,False,Light Heavyweight,3,0.0,1.0,0.0,14.0,10.0,14.0,8.0,4.0,1.0,23.0,12.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,2.0,0.0,5.0,2.0,7.0,2.0,9.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,190.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Orthodox,193.04,205.0,35.0,1
4393,Jason Gilliam,2007-07-07,"Sacramento, California, USA",Red,False,Welterweight,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,6.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,182.88,170.0,29.0,1
4395,Jens Pulver,2007-06-23,"Las Vegas, Nevada, USA",Red,False,Lightweight,3,1.0,0.0,0.0,5.375,4.625,14.375,9.625,37.625,8.75,62.375,20.375,0.125,2.875,2.75,0.875,0.5,0.625,0.5,0.25,6.0,2.0,5.25,3.625,9.125,5.5,37.875,14.5,37.75,13.375,0.125,8.5,5.75,0.5,0.625,8.5,1.875,0.31625,24.0,815.5,3.0,1.0,0.0,3.0,2.0,0.0,0.0,6.0,Southpaw,170.18,145.0,32.0,1
4397,Floyd Sword,2007-06-23,"Las Vegas, Nevada, USA",Red,False,Middleweight,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,182.88,185.0,30.0,1
4399,Brandon Melendez,2007-06-23,"Las Vegas, Nevada, USA",Red,False,Lightweight,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,180.34,155.0,24.0,1
4400,Andy Wang,2007-06-23,"Las Vegas, Nevada, USA",Red,False,Lightweight,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,167.64,155.0,30.0,1
4402,Allen Berube,2007-06-23,"Las Vegas, Nevada, USA",Red,False,Lightweight,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,172.72,155.0,32.0,1
4403,Brian Geraghty,2007-06-23,"Las Vegas, Nevada, USA",Red,False,Lightweight,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,170.18,155.0,26.0,1
4405,Hector Ramirez,2007-06-16,"Belfast, Northern Ireland, United Kingdom",Red,False,Light Heavyweight,3,1.0,0.0,0.0,6.0,5.0,13.0,10.0,24.0,15.0,38.0,24.0,0.0,4.0,4.0,3.0,1.0,5.0,3.0,0.6,0.0,1.0,3.0,2.0,3.0,1.0,27.0,13.0,14.0,4.0,1.0,17.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,182.88,205.0,31.0,1
4406,Rory Singer,2007-06-16,"Belfast, Northern Ireland, United Kingdom",Red,False,Middleweight,3,1.0,0.0,0.0,3.6666666666666665,3.6666666666666665,14.333333333333336,10.0,58.66666666666666,16.666666666666668,62.66666666666666,16.666666666666668,0.0,7.0,6.333333333333332,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,2.0,1.0,4.666666666666667,3.0,4.666666666666667,3.0,48.0,8.666666666666666,58.66666666666666,14.333333333333336,0.6666666666666666,4.666666666666667,3.333333333333333,3.0,0.0,3.333333333333333,1.3333333333333333,0.3033333333333333,7.0,595.6666666666666,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,Orthodox,187.96,185.0,31.0,1
4408,Scott Smith,2007-06-16,"Belfast, Northern Ireland, United Kingdom",Red,False,Middleweight,3,1.0,0.0,0.0,2.333333333333333,1.0,12.333333333333336,5.666666666666668,49.33333333333334,15.0,55.0,17.333333333333332,0.6666666666666666,5.666666666666668,2.6666666666666665,0.0,0.0,1.0,0.0,0.0,1.0,2.0,6.333333333333332,5.0,14.666666666666664,8.666666666666666,44.0,19.33333333333333,46.0,16.333333333333332,0.0,11.0,9.333333333333334,0.3333333333333333,0.6666666666666666,2.333333333333333,0.6666666666666666,0.19333333333333336,6.0,531.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orthodox,182.88,185.0,28.0,1
4411,Stevie Lynch,2007-06-16,"Belfast, Northern Ireland, United Kingdom",Red,False,Welterweight,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,177.8,170.0,29.0,1
4417,Pete Spratt,2007-06-12,"Hollywood, Florida, USA",Red,False,Welterweight,3,1.0,0.0,0.0,2.1666666666666665,1.8333333333333333,3.5,3.0,6.833333333333332,3.1666666666666665,7.166666666666668,2.833333333333333,0.0,2.6666666666666665,2.333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,1.0,3.0,2.333333333333333,2.0,3.6666666666666665,2.833333333333333,5.5,1.1666666666666667,7.333333333333332,1.8333333333333333,0.0,1.3333333333333333,0.8333333333333334,2.1666666666666665,0.5,2.5,1.6666666666666667,0.7883333333333334,9.0,276.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,Orthodox,175.26,170.0,36.0,1
4419,Chad Reiner,2007-06-12,"Hollywood, Florida, USA",Red,False,Welterweight,3,1.0,0.0,0.0,4.0,2.0,6.0,3.0,24.0,3.0,22.0,3.0,0.0,4.0,1.0,1.0,2.0,3.0,1.0,0.33,0.0,1.0,3.0,3.0,10.0,9.0,15.0,4.0,37.0,16.0,0.0,9.0,8.0,4.0,0.0,12.0,9.0,0.75,3.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,180.34,170.0,25.0,1
4427,Sean Salmon,2007-05-26,"Las Vegas, Nevada, USA",Red,False,Light Heavyweight,3,1.0,0.0,0.0,1.0,0.0,5.0,2.0,16.0,2.0,27.0,10.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,0.66,0.0,1.0,5.0,3.0,8.0,6.0,26.0,6.0,30.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,177.8,185.0,29.0,1
