,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_BODY_att,B_avg_BODY_landed,B_avg_CLINCH_att,B_avg_CLINCH_landed,B_avg_DISTANCE_att,B_avg_DISTANCE_landed,B_avg_HEAD_att,B_avg_HEAD_landed,B_avg_KD,B_avg_LEG_att,B_avg_LEG_landed,B_avg_PASS,B_avg_SUB_ATT,B_avg_TD_att,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_opp_CLINCH_att,B_avg_opp_CLINCH_landed,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_avg_opp_HEAD_att,B_avg_opp_HEAD_landed,B_avg_opp_KD,B_avg_opp_LEG_att,B_avg_opp_LEG_landed,B_avg_opp_PASS,B_avg_opp_SUB_ATT,B_avg_opp_TD_att,B_avg_opp_TD_landed,B_avg_opp_TD_pct,B_total_rounds_fought,B_total_time_fought(seconds),B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Height_cms,B_Weight_lbs,B_age,Gender
4828,3,2.0,0.0,0.0,0.0,0.0,0.5,0.0,9.5,1.0,10.0,1.0,0.0,0.0,0.0,0.5,1.5,0.0,0.0,0.0,0.0,2.0,0.5,0.5,1.5,1.0,3.5,1.0,29.5,18.5,0.5,0.0,0.0,1.5,0.0,2.5,2.5,0.5,4.0,463.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.34,170.0,29.0,1
4829,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.8,185.0,24.0,1
4830,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.42,155.0,30.0,1
4832,3,1.0,0.0,0.0,3.8,3.2,1.2,1.0,28.0,13.2,28.2,12.2,0.0,9.8,6.0,2.2,1.6,4.4,1.2,0.18600000000000003,2.0,2.0,3.8,2.4,4.0,2.2,38.2,9.8,43.4,11.6,0.4,3.2,2.6,2.2,0.4,1.0,0.4,0.08,11.0,786.4,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,180.34,225.0,32.0,1
4833,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.64,155.0,31.0,1
4834,3,1.0,0.0,0.0,5.0,2.0,0.0,0.0,69.0,26.0,53.0,14.0,0.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,141.0,44.0,107.0,17.0,0.0,36.0,29.0,0.0,0.0,0.0,0.0,0.0,3.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.26,183.0,25.0,1
4836,3,0.0,1.0,0.0,0.0,0.0,2.0,1.0,22.0,3.0,29.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,7.0,5.0,28.0,7.0,29.0,6.0,0.0,5.0,5.0,0.0,5.0,4.0,1.0,0.25,2.0,421.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,182.88,185.0,24.0,1
4841,5,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.18,168.0,26.0,1
4842,3,0.0,1.0,0.0,5.4444444444444455,4.222222222222221,6.888888888888888,5.111111111111111,25.66666666666667,8.333333333333334,25.66666666666667,8.11111111111111,0.1111111111111111,5.111111111111111,3.888888888888889,1.1111111111111112,0.5555555555555556,2.0,1.1111111111111112,0.4566666666666667,7.0,1.0,5.333333333333333,4.5555555555555545,7.0,5.222222222222221,22.0,4.777777777777779,23.0,2.888888888888889,0.0,4.666666666666667,3.6666666666666665,0.3333333333333333,0.7777777777777778,2.555555555555556,1.1111111111111112,0.3866666666666667,20.0,712.1111111111112,7.0,0.0,2.0,1.0,1.0,3.0,1.0,8.0,177.8,170.0,34.0,1
4844,3,3.0,0.0,0.0,3.1428571428571432,2.0,2.8571428571428568,1.5714285714285714,18.428571428571427,5.7142857142857135,19.285714285714285,5.7142857142857135,0.2857142857142857,3.1428571428571432,2.4285714285714284,1.1428571428571428,0.8571428571428571,0.7142857142857143,0.2857142857142857,0.17857142857142858,2.0,4.0,2.7142857142857144,2.4285714285714284,2.8571428571428568,1.5714285714285714,14.142857142857142,4.571428571428571,28.142857142857146,10.428571428571429,0.2857142857142857,2.0,1.2857142857142858,2.0,1.1428571428571428,4.428571428571429,2.4285714285714284,0.33428571428571435,15.0,656.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,190.5,235.0,26.0,1
4845,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.72,155.0,24.0,1
4846,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,3.0,3.0,1.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,315.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,175.26,170.0,31.0,1
4853,3,1.0,0.0,0.0,2.0,1.0,1.0,1.0,9.0,1.0,8.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,7.0,3.0,10.0,4.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,542.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.72,170.0,30.0,1
4854,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.88,185.0,29.0,1
4859,3,2.0,0.0,0.0,10.0,9.0,17.0,12.0,7.0,0.0,23.5,6.0,0.5,0.0,0.0,1.5,0.0,2.0,2.0,0.5,0.0,2.0,10.5,10.5,26.0,20.0,2.0,1.5,15.5,9.5,0.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,4.0,553.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.96,245.0,33.0,1
4860,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.8,205.0,29.0,1
4862,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.5,227.0,33.0,1
4865,3,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,20.0,10.0,0.0,0.0,0.0,7.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,331.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,187.96,183.0,35.0,1
4870,3,1.0,0.0,0.0,1.1666666666666667,0.6666666666666666,2.333333333333333,1.3333333333333333,5.5,1.6666666666666667,7.0,2.6666666666666665,0.0,1.6666666666666667,1.0,0.3333333333333333,1.0,2.6666666666666665,0.6666666666666666,0.43,3.0,3.0,2.333333333333333,2.0,5.5,3.1666666666666665,10.166666666666666,2.5,18.0,6.166666666666668,0.16666666666666666,1.1666666666666667,0.8333333333333334,0.0,0.16666666666666666,0.8333333333333334,0.3333333333333333,0.08333333333333333,8.0,233.83333333333331,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,172.72,155.0,31.0,1
4873,3,0.0,1.0,0.0,9.0,8.0,4.0,2.0,20.0,11.0,14.0,5.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,8.0,6.0,0.0,1.0,0.0,2.0,0.0,4.0,1.0,0.25,2.0,388.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,208.28,265.0,27.0,1
4876,3,1.0,0.0,0.0,5.0,3.0,3.0,2.5,10.5,5.5,24.0,14.5,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,3.0,0.5,32.0,15.0,0.0,0.0,0.0,2.0,1.0,5.0,2.0,0.625,4.0,430.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,180.34,183.0,25.0,1
4878,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.18,155.0,29.0,1
4881,3,1.0,0.0,0.0,1.8,1.4,3.2,2.0,13.8,3.6,42.6,14.2,0.0,0.4,0.2,2.0,1.0,5.4,4.0,0.8079999999999999,2.0,2.0,4.2,3.6,5.2,4.0,18.8,5.0,24.0,7.4,0.2,4.6,4.0,0.4,1.0,0.2,0.2,0.2,18.0,1202.6,4.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,177.8,205.0,29.0,1
4885,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.34,155.0,24.0,1
4889,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.48000000000005,170.0,32.0,1
4892,2,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.88,265.0,29.0,1
4896,5,0.0,2.0,0.0,7.5,7.5,0.5,0.5,3.5,1.0,7.5,3.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.0,0.0,1.0,0.5,1.0,0.5,2.0,0.5,34.0,15.0,0.0,1.0,0.5,0.0,0.0,1.5,1.0,0.33,5.0,727.5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,182.88,170.0,24.0,1
4897,3,2.0,0.0,0.0,0.5,0.5,0.5,0.5,6.5,4.0,3.0,0.5,0.0,4.0,3.5,0.0,0.5,0.5,0.0,0.0,0.0,2.0,0.5,0.5,1.0,1.0,6.5,3.0,25.5,11.5,0.0,0.0,0.0,4.0,0.5,4.0,3.5,0.875,4.0,615.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.34,205.0,33.0,1
4898,3,2.0,0.0,0.0,0.5,0.0,0.5,0.0,8.5,0.0,10.5,2.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.0,8.5,8.5,2.5,1.5,10.5,5.0,31.0,16.5,0.0,3.0,2.5,1.0,0.0,0.0,0.0,0.0,4.0,590.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.88,170.0,22.0,1
4899,3,0.0,1.0,0.0,12.0,10.0,25.0,20.0,12.0,2.0,31.0,15.0,1.0,10.0,8.0,5.0,1.0,4.0,2.0,0.5,1.0,0.0,5.0,5.0,22.0,15.0,18.0,9.0,29.0,13.0,1.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,815.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,175.26,185.0,30.0,1
4903,3,0.0,2.0,0.0,4.333333333333333,4.166666666666667,9.5,7.5,13.666666666666664,9.833333333333334,17.333333333333332,11.5,0.0,6.666666666666668,6.333333333333332,0.16666666666666666,0.5,0.0,0.0,0.0,2.0,2.0,0.5,0.3333333333333333,2.833333333333333,1.1666666666666667,7.666666666666668,1.3333333333333333,31.0,11.333333333333336,0.16666666666666666,0.16666666666666666,0.16666666666666666,4.666666666666667,0.8333333333333334,3.1666666666666665,2.333333333333333,0.7133333333333334,13.0,851.3333333333335,3.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,187.96,221.0,38.0,1
4905,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.5,205.0,26.0,1
4906,3,0.0,1.0,0.0,3.0,2.0,15.0,9.0,46.0,11.0,58.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,4.0,0.0,29.0,9.0,28.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,613.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,182.88,155.0,29.0,1
4907,2,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.96,205.0,29.0,1
4909,3,1.0,0.0,0.0,1.9166666666666667,1.75,1.0,0.6666666666666666,10.583333333333334,1.5833333333333333,18.33333333333333,7.166666666666668,0.0,1.0833333333333333,0.9166666666666666,1.0833333333333333,0.5,1.5833333333333333,0.75,0.5750000000000001,4.0,3.0,1.5833333333333333,1.25,1.0833333333333333,0.75,10.5,2.0,10.583333333333334,2.25,0.0,0.8333333333333334,0.5,0.16666666666666666,0.6666666666666666,0.25,0.0,0.0,15.0,558.1666666666666,4.0,0.0,1.0,2.0,0.0,5.0,1.0,9.0,187.96,250.0,42.0,1
4912,3,0.0,3.0,0.0,5.333333333333333,4.666666666666667,2.333333333333333,1.6666666666666667,13.333333333333336,2.333333333333333,21.66666666666667,6.666666666666668,0.3333333333333333,0.0,0.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,3.0,0.0,0.6666666666666666,0.0,0.0,0.0,2.333333333333333,0.0,1.0,0.3333333333333333,0.0,1.3333333333333333,0.0,0.6666666666666666,1.0,4.333333333333333,1.0,0.09000000000000001,5.0,464.33333333333326,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,180.34,170.0,26.0,1
4914,3,0.0,1.0,0.0,6.0,4.0,14.0,8.0,5.0,1.0,13.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,22.0,14.0,5.0,0.0,24.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,203.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,185.42,275.0,30.0,1
4915,2,2.0,0.0,0.0,3.5,3.5,3.5,2.0,12.5,2.0,27.0,8.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,1.5,5.0,2.5,7.0,4.0,10.5,7.5,0.0,7.5,3.5,1.5,2.5,6.5,1.0,0.1,5.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.42,225.0,35.0,1
4918,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.96,200.0,26.0,1
4920,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.34,200.0,26.0,1
4921,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.8,170.0,29.0,1
4922,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.64,155.0,28.0,1
4926,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.42,205.0,31.0,1
4927,3,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,88.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,182.88,199.0,22.0,1
4929,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.34,230.0,29.0,1
4930,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.18,200.0,29.0,1
4933,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.1,145.0,29.0,1
4935,2,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.34,170.0,29.0,1
4938,3,0.0,1.0,0.0,4.0,4.0,5.0,4.0,36.0,14.0,33.0,10.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,19.0,3.0,42.0,15.0,0.0,6.0,2.0,0.0,0.0,3.0,1.0,0.33,2.0,492.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,182.88,205.0,27.0,1
4939,3,1.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,4.333333333333333,1.6666666666666667,3.0,1.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,1.6666666666666667,2.0,1.3333333333333333,0.6666666666666666,0.5,2.0,1.0,0.3333333333333333,0.0,0.0,0.0,3.0,0.3333333333333333,2.333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0,173.33333333333337,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,180.34,190.0,30.0,1
4940,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.34,185.0,27.0,1
4942,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.26,198.0,24.0,1
