,R_fighter,B_fighter,Referee,date,location,Winner,title_bout,weight_class,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_BODY_att,B_avg_BODY_landed,B_avg_CLINCH_att,B_avg_CLINCH_landed,B_avg_DISTANCE_att,B_avg_DISTANCE_landed,B_avg_GROUND_att,B_avg_GROUND_landed,B_avg_HEAD_att,B_avg_HEAD_landed,B_avg_KD,B_avg_LEG_att,B_avg_LEG_landed,B_avg_PASS,B_avg_REV,B_avg_SIG_STR_att,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_att,B_avg_TD_landed,B_avg_TD_pct,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_longest_win_streak,B_losses,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_opp_CLINCH_att,B_avg_opp_CLINCH_landed,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_avg_opp_GROUND_att,B_avg_opp_GROUND_landed,B_avg_opp_HEAD_att,B_avg_opp_HEAD_landed,B_avg_opp_KD,B_avg_opp_LEG_att,B_avg_opp_LEG_landed,B_avg_opp_PASS,B_avg_opp_REV,B_avg_opp_SIG_STR_att,B_avg_opp_SIG_STR_landed,B_avg_opp_SIG_STR_pct,B_avg_opp_SUB_ATT,B_avg_opp_TD_att,B_avg_opp_TD_landed,B_avg_opp_TD_pct,B_avg_opp_TOTAL_STR_att,B_avg_opp_TOTAL_STR_landed,B_total_rounds_fought,B_total_time_fought(seconds),B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_BODY_att,R_avg_BODY_landed,R_avg_CLINCH_att,R_avg_CLINCH_landed,R_avg_DISTANCE_att,R_avg_DISTANCE_landed,R_avg_GROUND_att,R_avg_GROUND_landed,R_avg_HEAD_att,R_avg_HEAD_landed,R_avg_KD,R_avg_LEG_att,R_avg_LEG_landed,R_avg_PASS,R_avg_REV,R_avg_SIG_STR_att,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_att,R_avg_TD_landed,R_avg_TD_pct,R_avg_TOTAL_STR_att,R_avg_TOTAL_STR_landed,R_longest_win_streak,R_losses,R_avg_opp_BODY_att,R_avg_opp_BODY_landed,R_avg_opp_CLINCH_att,R_avg_opp_CLINCH_landed,R_avg_opp_DISTANCE_att,R_avg_opp_DISTANCE_landed,R_avg_opp_GROUND_att,R_avg_opp_GROUND_landed,R_avg_opp_HEAD_att,R_avg_opp_HEAD_landed,R_avg_opp_KD,R_avg_opp_LEG_att,R_avg_opp_LEG_landed,R_avg_opp_PASS,R_avg_opp_REV,R_avg_opp_SIG_STR_att,R_avg_opp_SIG_STR_landed,R_avg_opp_SIG_STR_pct,R_avg_opp_SUB_ATT,R_avg_opp_TD_att,R_avg_opp_TD_landed,R_avg_opp_TD_pct,R_avg_opp_TOTAL_STR_att,R_avg_opp_TOTAL_STR_landed,R_total_rounds_fought,R_total_time_fought(seconds),R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age,Gender
15,Makwan Amirkhani,Chris Fishgold,Marc Goddard,2019-06-01,"Stockholm, Sweden",Red,False,Featherweight,3,0.0,1.0,0.0,2.5,1.0,5.0,2.5,45.5,13.5,3.0,1.0,46.5,13.5,0.0,4.5,2.5,2.5,0.0,53.5,17.0,0.345,1.0,6.0,3.0,0.5,57.0,19.5,1.0,1.0,2.0,2.0,1.0,0.5,27.5,12.0,12.0,8.0,38.0,18.5,0.5,0.5,0.0,0.5,0.0,40.5,20.5,0.505,0.0,0.5,0.5,0.5,53.0,30.0,3.0,310.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Orthodox,172.72,172.72,145.0,0.0,1.0,0.0,1.6,0.8,0.2,0.0,19.8,7.6,13.0,8.8,31.2,15.4,0.2,0.2,0.2,3.2,0.8,33.0,16.4,0.4560000000000001,1.0,5.0,2.4,0.5,43.4,24.8,3.0,1.0,5.4,2.4,2.0,0.6,28.2,9.4,7.0,5.0,27.8,10.0,0.4,4.0,2.6,1.6,0.4,37.2,15.0,0.462,0.8,1.4,0.6,0.1,67.4,42.0,11.0,561.8,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,Southpaw,177.8,182.88,145.0,26.0,30.0,1
16,Damir Hadzovic,Christos Giagos,Rich Mitchell,2019-06-01,"Stockholm, Sweden",Blue,False,Lightweight,3,0.0,1.0,0.0,7.0,4.2,4.6,2.6,42.8,11.0,12.8,6.2,52.2,14.8,0.0,1.0,0.8,1.0,0.4,60.2,19.8,0.342,0.2,3.0,1.2,0.3,76.0,33.4,1.0,3.0,6.4,4.2,5.2,2.6,30.4,12.6,2.2,2.0,26.6,9.4,0.0,4.8,3.6,2.2,0.4,37.8,17.2,0.37799999999999995,0.8,2.4,1.4,0.414,53.6,31.8,10.0,558.2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,Orthodox,177.8,180.34,155.0,0.0,2.0,0.0,9.0,7.2,3.6,3.2,60.0,25.4,8.8,6.2,60.2,24.4,0.4,3.2,3.2,0.6,0.0,72.4,34.8,0.4980000000000001,0.2,0.8,0.4,0.132,87.0,47.6,2.0,2.0,7.4,3.8,2.8,1.8,84.4,22.6,7.8,5.8,83.6,22.6,0.2,4.0,3.8,3.4,0.0,95.0,30.2,0.386,0.2,3.8,2.6,0.32,119.6,49.4,12.0,610.8,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,Orthodox,175.26,177.8,155.0,29.0,32.0,1
17,Daniel Teymur,Sung Bin Jo,Rebin Saber,2019-06-01,"Stockholm, Sweden",Red,False,Featherweight,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,6.5,4.333333333333333,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.0,62.45454545454545,28.11111111111111,0.455,0.3333333333333333,2.0,1.0,0.3,86.4,47.04,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,4.714285714285714,3.0,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.0,59.66666666666666,25.0,0.415,0.25,2.375,0.8461538461538461,0.2371428571428572,81.83333333333333,43.0,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,182.88,182.88,145.0,3.0,0.0,0.0,6.0,5.0,9.666666666666666,6.333333333333332,71.66666666666667,29.33333333333333,6.666666666666668,5.333333333333333,58.33333333333334,21.0,0.0,23.66666666666667,15.0,0.3333333333333333,0.0,88.0,41.0,0.4666666666666666,0.0,1.6666666666666667,0.3333333333333333,0.3333333333333333,98.0,49.33333333333334,0.0,3.0,20.33333333333333,13.333333333333336,8.0,6.0,100.0,36.333333333333336,20.0,14.333333333333336,103.66666666666669,39.66666666666666,0.3333333333333333,4.0,3.6666666666666665,4.666666666666667,0.0,128.0,56.66666666666666,0.4366666666666667,1.6666666666666667,4.666666666666667,2.0,0.2766666666666667,160.33333333333334,84.0,8.0,681.6666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,165.1,175.26,145.0,26.0,31.0,1
18,Rostem Akman,Sergey Khandozhko,Leon Roberts,2019-06-01,"Stockholm, Sweden",Blue,False,Welterweight,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,6.5,4.333333333333333,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.0,62.45454545454545,28.11111111111111,0.455,0.3333333333333333,2.0,1.0,0.3,86.4,47.04,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,4.714285714285714,3.0,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.0,59.66666666666666,25.0,0.415,0.25,2.375,0.8461538461538461,0.2371428571428572,81.83333333333333,43.0,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,185.42,187.96,170.0,0.0,0.0,0.0,7.2,5.0,6.5,4.3,45.41666666666666,15.75,7.5,5.0,49.75,18.33333333333333,0.16666666666666666,4.75,3.875,1.0,0.0,63.5,28.5,0.4575,0.375,2.333333333333333,1.0,0.32333333333333336,89.0,48.42857142857143,0.0,0.0,7.0,4.733333333333333,6.0,3.8333333333333335,44.73913043478261,14.571428571428573,4.75,3.0,46.22222222222222,14.666666666666664,0.0,4.833333333333333,3.75,0.6666666666666666,0.0,60.0,24.4,0.4083333333333334,0.2857142857142857,2.3846153846153846,0.7777777777777778,0.2222222222222222,82.14285714285714,42.54545454545455,0.0,616.5454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Switch,177.8,182.88,170.0,27.0,27.0,1
20,Stevie Ray,Leonardo Santos,Marc Goddard,2019-06-01,"Stockholm, Sweden",Blue,False,Lightweight,3,0.0,4.0,0.0,9.666666666666666,5.166666666666667,2.0,1.0,53.83333333333334,18.83333333333333,6.5,5.333333333333333,46.66666666666666,15.0,0.16666666666666666,6.0,5.0,1.8333333333333333,0.0,62.33333333333334,25.16666666666667,0.41,0.3333333333333333,3.333333333333333,0.8333333333333334,0.3566666666666667,75.66666666666667,36.833333333333336,4.0,1.0,7.833333333333332,5.5,7.166666666666668,5.166666666666667,63.66666666666666,21.5,3.6666666666666665,2.1666666666666665,56.0,15.166666666666664,0.16666666666666666,10.666666666666666,8.166666666666666,0.0,0.0,74.5,28.83333333333333,0.385,0.0,2.5,0.3333333333333333,0.08333333333333333,95.66666666666669,47.0,14.0,656.3333333333334,1.0,0.0,1.0,1.0,1.0,2.0,0.0,5.0,Orthodox,182.88,190.5,155.0,0.0,1.0,0.0,8.0,5.111111111111111,5.777777777777778,3.4444444444444446,74.8888888888889,29.88888888888889,8.222222222222221,6.888888888888888,67.77777777777777,24.555555555555557,0.1111111111111111,13.111111111111109,10.555555555555557,0.8888888888888888,0.0,88.8888888888889,40.22222222222222,0.4500000000000001,0.5555555555555556,1.0,0.5555555555555556,0.23111111111111116,104.66666666666669,53.88888888888889,3.0,3.0,11.222222222222221,6.888888888888888,3.555555555555556,1.5555555555555556,54.88888888888889,22.11111111111111,7.222222222222222,5.5555555555555545,48.33333333333334,17.0,0.1111111111111111,6.111111111111112,5.333333333333333,1.5555555555555556,0.0,65.66666666666667,29.222222222222218,0.5177777777777778,0.2222222222222222,3.0,1.3333333333333333,0.20333333333333334,78.22222222222223,40.0,22.0,686.8888888888888,0.0,1.0,1.0,2.0,2.0,0.0,0.0,6.0,Southpaw,177.8,177.8,155.0,39.0,29.0,1
21,Nick Hein,Frank Camacho,Leon Roberts,2019-06-01,"Stockholm, Sweden",Blue,False,Lightweight,3,2.0,0.0,0.0,21.66666666666667,17.666666666666668,13.333333333333336,10.333333333333334,177.33333333333337,84.0,2.333333333333333,0.6666666666666666,170.33333333333334,76.33333333333333,0.0,1.0,1.0,1.3333333333333333,0.6666666666666666,193.0,95.0,0.47,0.0,3.333333333333333,1.3333333333333333,0.4,231.66666666666663,131.0,1.0,2.0,24.66666666666667,18.666666666666668,12.0,8.333333333333334,206.0,90.0,7.0,4.333333333333333,191.0,74.66666666666667,0.6666666666666666,9.333333333333334,9.333333333333334,0.3333333333333333,0.0,225.0,102.66666666666669,0.4766666666666666,0.3333333333333333,4.333333333333333,0.6666666666666666,0.09333333333333334,235.33333333333331,112.66666666666669,8.0,727.6666666666665,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Orthodox,177.8,185.42,170.0,2.0,0.0,0.0,10.428571428571429,5.571428571428571,2.8571428571428568,1.1428571428571428,98.0,32.714285714285715,0.2857142857142857,0.2857142857142857,85.0,24.0,0.2857142857142857,5.7142857142857135,4.571428571428571,0.7142857142857143,0.14285714285714285,101.14285714285714,34.142857142857146,0.3171428571428571,0.0,2.142857142857143,0.7142857142857143,0.15142857142857144,114.42857142857143,46.0,3.0,3.0,13.142857142857142,7.142857142857142,2.7142857142857144,2.142857142857143,101.28571428571428,36.285714285714285,1.1428571428571428,1.0,84.85714285714286,26.714285714285715,0.14285714285714285,7.142857142857142,5.571428571428571,0.42857142857142855,0.14285714285714285,105.14285714285714,39.42857142857143,0.38428571428571423,0.14285714285714285,1.7142857142857142,0.2857142857142857,0.17857142857142858,116.28571428571428,49.85714285714285,19.0,807.8571428571429,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,Southpaw,167.64,167.64,155.0,30.0,35.0,1
23,Darko Stosic,Devin Clark,Kevin Sataki,2019-06-01,"Stockholm, Sweden",Blue,False,Light Heavyweight,3,1.0,0.0,0.0,9.5,7.166666666666668,12.166666666666664,9.0,37.16666666666666,16.333333333333332,11.666666666666664,10.166666666666666,44.66666666666666,22.5,0.3333333333333333,6.833333333333332,5.833333333333332,1.8333333333333333,0.0,61.0,35.5,0.5866666666666668,0.16666666666666666,4.833333333333333,2.1666666666666665,0.3933333333333333,119.33333333333331,87.66666666666669,2.0,3.0,13.166666666666664,11.666666666666664,15.833333333333336,13.333333333333336,33.5,15.5,4.666666666666667,3.5,33.666666666666664,14.5,0.3333333333333333,7.166666666666668,6.166666666666668,0.16666666666666666,0.0,54.0,32.333333333333336,0.6083333333333334,0.6666666666666666,1.0,0.16666666666666666,0.16666666666666666,73.83333333333333,50.66666666666666,13.0,620.6666666666666,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,Orthodox,182.88,190.5,205.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,11.0,8.0,12.0,8.0,0.0,2.0,1.0,0.0,0.0,16.0,9.0,0.56,0.0,0.0,0.0,0.0,17.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,0.0,0.0,13.0,1.0,0.0,3.0,3.0,0.0,0.0,16.0,4.0,0.25,0.0,1.0,0.0,0.0,16.0,4.0,1.0,193.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orthodox,182.88,193.04,205.0,29.0,27.0,1
24,Joel Alvarez,Danilo Belluardo,Rebin Saber,2019-06-01,"Stockholm, Sweden",Red,False,Lightweight,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,6.5,4.333333333333333,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.0,62.45454545454545,28.11111111111111,0.455,0.3333333333333333,2.0,1.0,0.3,86.4,47.04,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,4.714285714285714,3.0,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.0,59.66666666666666,25.0,0.415,0.25,2.375,0.8461538461538461,0.2371428571428572,81.83333333333333,43.0,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,182.88,187.96,155.0,1.0,0.0,0.0,11.0,5.0,1.0,1.0,126.0,37.0,0.0,0.0,107.0,26.0,0.0,9.0,7.0,0.0,0.0,127.0,38.0,0.29,0.0,0.0,0.0,0.0,127.0,38.0,0.0,1.0,51.0,30.0,0.0,0.0,150.0,64.0,0.0,0.0,85.0,25.0,0.0,14.0,9.0,0.0,0.0,150.0,64.0,0.42,0.0,0.0,0.0,0.0,150.0,64.0,3.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,190.5,195.58,155.0,24.0,25.0,1
25,Rafael Dos Anjos,Kevin Lee,Dan Miragliotta,2019-05-18,"Rochester, New York, USA",Red,False,Welterweight,5,1.0,0.0,0.0,12.714285714285715,9.714285714285714,6.142857142857142,4.714285714285714,83.21428571428571,26.0,24.285714285714285,18.357142857142858,99.71428571428572,38.142857142857146,0.0,1.2142857142857142,1.2142857142857142,3.2142857142857144,0.07142857142857142,113.64285714285714,49.07142857142857,0.4500000000000001,0.7857142857142857,5.7142857142857135,2.5,0.455,140.42857142857142,72.85714285714286,5.0,4.0,11.5,7.928571428571429,4.428571428571429,3.1428571428571432,71.71428571428571,32.07142857142857,4.071428571428571,3.2142857142857144,62.214285714285715,24.92857142857143,0.14285714285714285,6.5,5.571428571428571,0.14285714285714285,0.0,80.21428571428571,38.42857142857143,0.4657142857142857,0.5714285714285714,2.2142857142857144,0.42857142857142855,0.14071428571428574,89.42857142857143,46.64285714285714,36.0,724.8571428571429,1.0,0.0,1.0,3.0,1.0,4.0,1.0,10.0,Orthodox,175.26,195.58,170.0,2.0,0.0,0.0,15.615384615384615,10.923076923076923,11.807692307692307,8.846153846153848,82.80769230769229,31.923076923076927,10.961538461538463,7.153846153846153,78.23076923076924,27.30769230769231,0.19230769230769232,11.730769230769232,9.692307692307693,1.5,0.07692307692307693,105.57692307692308,47.92307692307693,0.453076923076923,0.6153846153846154,4.307692307692308,1.7307692307692308,0.29653846153846153,127.76923076923076,67.96153846153847,5.0,9.0,13.730769230769232,9.153846153846152,9.384615384615383,6.5769230769230775,102.92307692307692,33.57692307692308,5.730769230769232,3.8846153846153846,95.96153846153848,27.461538461538463,0.038461538461538464,8.346153846153848,7.4230769230769225,0.7692307692307693,0.07692307692307693,118.03846153846152,44.03846153846154,0.35076923076923083,0.07692307692307693,3.6538461538461537,1.5,0.245,138.11538461538458,62.230769230769226,74.0,794.7692307692308,4.0,0.0,0.0,10.0,4.0,3.0,0.0,17.0,Southpaw,172.72,177.8,170.0,26.0,34.0,1
26,Antonio Carlos Junior,Ian Heinisch,Todd Ronald Anderson,2019-05-18,"Rochester, New York, USA",Blue,False,Middleweight,3,0.0,1.0,0.0,10.0,10.0,21.0,14.0,59.0,30.0,15.0,11.0,74.0,38.0,1.0,11.0,7.0,1.0,0.0,95.0,55.0,0.57,2.0,7.0,1.0,0.14,133.0,90.0,1.0,0.0,9.0,3.0,8.0,4.0,47.0,22.0,0.0,0.0,39.0,17.0,0.0,7.0,6.0,1.0,0.0,55.0,26.0,0.47,0.0,11.0,5.0,0.45,68.0,38.0,3.0,900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orthodox,180.34,182.88,185.0,0.0,4.0,0.0,6.666666666666668,4.666666666666667,3.6666666666666665,2.6666666666666665,37.22222222222222,13.777777777777779,9.444444444444443,6.5555555555555545,40.22222222222222,15.222222222222221,0.0,3.4444444444444446,3.111111111111111,2.555555555555556,0.1111111111111111,50.33333333333334,23.0,0.4344444444444445,0.6666666666666666,6.111111111111112,2.7777777777777777,0.4833333333333333,74.0,42.66666666666666,4.0,3.0,3.888888888888889,2.4444444444444446,1.3333333333333333,0.8888888888888888,25.555555555555557,6.666666666666668,17.11111111111111,11.888888888888891,36.111111111111114,14.222222222222221,0.0,4.0,2.7777777777777777,0.8888888888888888,0.0,44.0,19.444444444444443,0.33,0.3333333333333333,1.3333333333333333,0.5555555555555556,0.16666666666666666,77.66666666666667,50.22222222222222,21.0,634.2222222222222,1.0,0.0,0.0,2.0,0.0,4.0,0.0,6.0,Orthodox,187.96,200.66,185.0,30.0,29.0,1
28,Vicente Luque,Derrick Krantz,Dan Miragliotta,2019-05-18,"Rochester, New York, USA",Red,False,Welterweight,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,6.5,4.333333333333333,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.0,62.45454545454545,28.11111111111111,0.455,0.3333333333333333,2.0,1.0,0.3,86.4,47.04,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,4.714285714285714,3.0,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.0,59.66666666666666,25.0,0.415,0.25,2.375,0.8461538461538461,0.2371428571428572,81.83333333333333,43.0,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,177.8,182.88,170.0,0.0,4.0,0.0,6.7,5.0,3.6,3.0,57.4,31.3,6.7,4.5,53.0,26.7,0.6,8.0,7.1,0.8,0.1,67.7,38.8,0.511,0.6,1.2,0.6,0.108,75.3,45.7,4.0,2.0,6.8,4.6,5.7,3.7,68.3,29.9,2.9,1.7,66.6,28.1,0.1,3.5,2.6,0.5,0.1,76.9,35.3,0.43799999999999994,0.0,2.7,1.0,0.095,85.9,43.2,18.0,453.4,0.0,0.0,0.0,0.0,5.0,3.0,0.0,8.0,Orthodox,180.34,190.5,170.0,31.0,27.0,1
29,Charles Oliveira,Nik Lentz,Todd Ronald Anderson,2019-05-18,"Rochester, New York, USA",Red,False,Lightweight,3,0.0,2.0,0.0,13.181818181818182,10.590909090909092,13.227272727272727,8.863636363636363,62.04545454545455,25.54545454545455,11.954545454545455,9.5,66.13636363636364,26.863636363636363,0.09090909090909093,7.909090909090909,6.454545454545454,2.4545454545454546,0.045454545454545456,87.22727272727273,43.90909090909091,0.5259090909090909,1.0909090909090908,8.727272727272727,3.0,0.315,126.54545454545456,80.4090909090909,4.0,8.0,8.136363636363637,6.136363636363638,11.0,7.636363636363638,57.13636363636363,24.63636363636364,8.590909090909092,5.863636363636362,63.72727272727273,27.772727272727273,0.18181818181818185,4.863636363636363,4.227272727272728,1.318181818181818,0.18181818181818185,76.72727272727273,38.13636363636363,0.52,0.6363636363636364,3.5909090909090913,2.0,0.3668181818181818,101.13636363636364,59.86363636363637,59.0,754.9090909090909,0.0,0.0,2.0,7.0,3.0,2.0,0.0,14.0,Orthodox,172.72,172.72,155.0,0.0,4.0,0.0,8.608695652173912,5.7391304347826075,6.652173913043479,4.782608695652174,29.43478260869565,12.0,5.3478260869565215,3.782608695652174,28.130434782608692,11.130434782608695,0.08695652173913042,4.695652173913044,3.695652173913044,1.3478260869565215,0.13043478260869565,41.43478260869565,20.565217391304348,0.4839130434782608,1.2608695652173914,3.0,1.3043478260869563,0.4778260869565217,52.78260869565217,31.04347826086957,4.0,9.0,6.434782608695652,4.260869565217392,3.1304347826086962,1.9565217391304348,32.82608695652174,13.217391304347824,8.0,5.086956521739131,34.69565217391305,13.956521739130435,0.08695652173913042,2.8260869565217392,2.0434782608695654,0.8695652173913043,0.2608695652173913,43.95652173913044,20.26086956521739,0.4352173913043477,0.3478260869565217,1.5217391304347827,0.6086956521739131,0.24478260869565216,51.95652173913044,27.347826086956523,42.0,400.5652173913044,0.0,0.0,0.0,1.0,0.0,13.0,0.0,14.0,Orthodox,177.8,187.96,155.0,34.0,29.0,1
30,Davi Ramos,Austin Hubbard,Keith Peterson,2019-05-18,"Rochester, New York, USA",Red,False,Lightweight,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,6.5,4.333333333333333,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.0,62.45454545454545,28.11111111111111,0.455,0.3333333333333333,2.0,1.0,0.3,86.4,47.04,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,4.714285714285714,3.0,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.0,59.66666666666666,25.0,0.415,0.25,2.375,0.8461538461538461,0.2371428571428572,81.83333333333333,43.0,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,177.8,180.34,155.0,0.0,3.0,0.0,6.5,3.25,3.25,2.25,59.75,21.0,2.75,1.75,56.75,19.5,0.0,2.5,2.25,2.25,0.0,65.75,25.0,0.505,0.75,3.0,1.75,0.6375,71.0,29.25,3.0,1.0,8.5,5.75,1.0,1.0,47.75,20.0,1.0,0.75,37.0,12.5,0.0,4.25,3.5,0.0,0.0,49.75,21.75,0.3425,0.0,0.0,0.0,0.0,53.25,24.5,8.0,480.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,Orthodox,167.64,177.8,155.0,27.0,32.0,1
32,Desmond Green,Charles Jourdain,Dan Miragliotta,2019-05-18,"Rochester, New York, USA",Red,False,Lightweight,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,6.5,4.333333333333333,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.0,62.45454545454545,28.11111111111111,0.455,0.3333333333333333,2.0,1.0,0.3,86.4,47.04,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,4.714285714285714,3.0,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.0,59.66666666666666,25.0,0.415,0.25,2.375,0.8461538461538461,0.2371428571428572,81.83333333333333,43.0,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Switch,175.26,175.26,155.0,0.0,1.0,0.0,12.833333333333336,7.833333333333332,6.333333333333332,4.0,91.0,37.5,3.0,2.833333333333333,78.5,29.33333333333333,0.16666666666666666,9.0,7.166666666666668,0.16666666666666666,0.0,100.33333333333331,44.33333333333334,0.485,0.0,2.6666666666666665,1.0,0.3333333333333333,106.5,49.66666666666666,1.0,3.0,14.833333333333336,6.5,3.333333333333333,1.6666666666666667,95.33333333333331,25.83333333333333,2.333333333333333,2.1666666666666665,76.33333333333333,14.833333333333336,0.0,9.833333333333334,8.333333333333334,0.5,0.0,101.0,29.66666666666667,0.34333333333333343,0.5,4.0,1.0,0.10666666666666667,107.5,36.16666666666666,16.0,778.6666666666665,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,Southpaw,177.8,185.42,155.0,23.0,29.0,1
33,Danny Roberts,Michel Pereira,Todd Ronald Anderson,2019-05-18,"Rochester, New York, USA",Blue,False,Welterweight,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,6.5,4.333333333333333,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.0,62.45454545454545,28.11111111111111,0.455,0.3333333333333333,2.0,1.0,0.3,86.4,47.04,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,4.714285714285714,3.0,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.0,59.66666666666666,25.0,0.415,0.25,2.375,0.8461538461538461,0.2371428571428572,81.83333333333333,43.0,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,185.42,185.42,170.0,1.0,0.0,0.0,9.0,5.75,6.5,4.25,56.0,19.125,10.125,7.5,57.625,20.25,0.25,6.0,4.875,0.75,0.375,72.625,30.875,0.4075,0.25,0.875,0.0,0.0,78.625,35.75,2.0,3.0,7.125,4.375,11.375,6.75,45.125,16.75,5.75,4.5,50.625,19.75,0.375,4.5,3.875,1.875,0.125,62.25,28.0,0.53125,1.125,3.875,1.75,0.3525,77.625,41.25,17.0,541.625,0.0,0.0,1.0,1.0,2.0,1.0,0.0,5.0,Southpaw,185.42,187.96,170.0,25.0,31.0,1
